record_id,redcap_repeat_instrument,redcap_repeat_instance,form_name,field_name,nlp_derived,field_type,field_label,field_note,text_validation_type_or_sh,identifier,extract_label,for_cbioportal,for_docs_site,for_test_portal,fill_value,reasons_for_missing_data,souce_from_idb_or_cdm,adapted_from_col,adapted_from_table,extract_name_id,palantir_dataset,palantir_unified_column,epic_table_name (note: entries in red were added by CDM team and need to be reviewed by an ontologist. orange values added by Epic consultant),epic_column_name (note: entries in red were added by CDM team and need to be reviewed by an ontologist),idb_table_name,idb_column_name,idb_col_description,notes,idb_data_element,epic_mapping_complete
2,metadata,12,Cancer Diagnosis,AJCC,,STRING,AJCC,AJCC cancer stage,,,,,,,,,,,,,,,CancerStagingFact,AjccStageGroup,DV.TUMOR_COLLAB_STAGE_ATTRIBUTES,TCSA_TM_AJCC_DESC,DESCRIPTION OF Derived AJCC Stage Group ,,1,1
2,metadata,13,Cancer Diagnosis,Summary,,STRING,Summary,Curated summary of cancer stage,,,MSK35918735,,,,,,,,,"Stage summary, cancer registry (MSK35918735)",Cancer Registry,stage_summary_cancer_registry_MSK35918735,CancerStagingFact,StageGroupGeneral,DV.TUMOR_OTHER_STAGE_ATTRIBUTES,TOSA_SEER_SUM_STAGE_DESC,"  General Summary Stage description. General Summary Stage is limited to all information available within two months of diagnosis, and for all sites (except prostate which is four months) based on pathologic, operative, and clinical assessments. ",,1,1
2,metadata,14,Cancer Diagnosis,MSK Stage,,STRING,MSK Stage,Curated summary of cancer stage,,,,,,,,,,,,,,,,N/A: Curated,DV.TUMOR_OTHER_STAGE_ATTRIBUTES,TOSA_MSK_STG_DESC,"Define extent of disease, nodal spread and evidence for metastases based onpathology report and clinical information evident within 90 days of MSKpresentation. If Class of case (TM_CLASS_OF_CASE) <= 2 then MSK Stage atPresentation = SEER Stage (TM_G",,1,1
2,metadata,15,Cancer Diagnosis,DX_TYPE,,STRING,Diagnosis Type,Diagnosis data entry type (Primary or Disease cancer),,,,,,,,,CDM; 'CA'/ cancer diagnosis as default,,,,,,,,,,,,0,0
2,metadata,16,Cancer Diagnosis,CATEGORY1,,STRING,Cancer Site Description L1,Cancer Site Description L1 (Most general),,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,17,Cancer Diagnosis,CATEGORY2,,STRING,Cancer Site Description L2,Cancer Site Description L2,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,18,Cancer Diagnosis,CATEGORY3,,STRING,Cancer Site Description L3,Cancer Site Description L3,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,19,Cancer Diagnosis,CATEGORY4,,STRING,Cancer Site Description L4,Cancer Site Description L4 (Most specific),,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,20,Cancer Diagnosis,DX_DESCRIPTION,,STRING,Cancer Diagnosis Description,Cancer Diagnosis Description,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,21,Cancer Diagnosis,SOURCE,,STRING,Cancer Dx Database Source,ICD Billing or Tumor Registry,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,22,Cancer Diagnosis Clean,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,Medical record number (MSK4161822),Demographics,medical_record_number_MSK4161822,PatientDim,PrimaryMrn,DV.PATIENT_DEMOGRAPHICS_V,PT_MRN,Medical record number. A unique number assigned to each patient. Aka chart number.,,1,1
2,metadata,23,Cancer Diagnosis Clean,ICD-9/10 Dx Code,,STRING,ICD Billing Code,ICD Billing Code (version 9 or 10),,,,,,,,,,ICD_BILLING_CODE,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,24,Cancer Diagnosis Clean,Diagnosis,,STRING,ICD Billing Code Description,Description of given ICD billing code,,,,,,,,,,ICD_BILLING_DX_DESC,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,25,Cancer Diagnosis Clean,ICD-O Site Code,,STRING,ICD-O Site Code,NCI ICD-O Site Code,,,MSKL2140001985,,,,,,,ICD-O Site Code,diagnosis/ddp_dx.tsv,"Site of primary tumor, ICDO3 (MSKL2140001985)",Cancer Registry,site_of_primary_tumor_icdo3_MSKL2140001985,,,,,,,0,0
2,metadata,26,Cancer Diagnosis Clean,ICD-O Site Desc,,STRING,ICD-O Site Desc,NCI ICD-O Organ Site Description,,,MSKL2140001985,,,,,,,ICD-O Site Desc,diagnosis/ddp_dx.tsv,"Site of primary tumor, ICDO3 (MSKL2140001985)",Cancer Registry,site_of_primary_tumor_icdo3_MSKL2140001985,,,,,,,0,0
2,metadata,27,Cancer Diagnosis Clean,ICD-O Histology Code,,STRING,ICD-O Histology Code,NCI ICD-O Histology Code,,,MSK4154129,,,,,,,ICD-O Histology Code,diagnosis/ddp_dx.tsv,"Histologic type of primary, ICDO3 (MSK4154129)",Cancer Registry,histologic_type_icdo3_MSK4154129,,,,,,,0,0
2,metadata,28,Cancer Diagnosis Clean,ICD-O Histology Desc,,STRING,ICD-O Histology Desc,NCI ICD-O Histology Description,,,MSK4154129,,,,,,,ICD-O Histology Desc,diagnosis/ddp_dx.tsv,"Histologic type of primary, ICDO3 (MSK4154129)",Cancer Registry,histologic_type_icdo3_MSK4154129,,,,,,,0,0
2,metadata,29,Cancer Diagnosis Clean,Clinical Group,,STRING,Clinical Group,Clinical cancer stage,,,MSK35918597,,,,,,,Clinical Group,diagnosis/ddp_dx.tsv,TNM clinical stage (MSK35918597),Cancer Registry,"**not in Palantir unified layer, requires dev work to add IDB source to enriched layer",,,,,,,0,0
2,metadata,30,Cancer Diagnosis Clean,Path Group,,STRING,Path Group,Pathological cancer stage,,,MSK35918286,,,,,,,Path Group,diagnosis/ddp_dx.tsv,TNM pathological stage (MSK35918286),Cancer Registry,tnm_pathological_stage_MSK35918286,,,,,,,0,0
2,metadata,31,Cancer Diagnosis Clean,AJCC,,STRING,AJCC,AJCC cancer stage,,,,,,,,,,AJCC,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,32,Cancer Diagnosis Clean,Summary,,STRING,Summary,Curated summary of cancer stage,,,MSK35918735,,,,,,,Summary,diagnosis/ddp_dx.tsv,"Stage summary, cancer registry (MSK35918735)",Cancer Registry,stage_summary_cancer_registry_MSK35918735,,,,,,,0,0
2,metadata,33,Cancer Diagnosis Clean,MSK Stage,,STRING,MSK Stage,Curated summary of cancer stage,,,,,,,,,,MSK Stage,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,34,Cancer Diagnosis Clean,Diagnosis Type,,STRING,Diagnosis Type,Diagnosis data entry type (Primary or Disease cancer),,,,,,,,,,DX_TYPE,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,35,Cancer Diagnosis Clean,CATEGORY1,,STRING,Cancer Site Description L1,Cancer Site Description L1 (Most general),,,,,,,,,,CATEGORY1,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,36,Cancer Diagnosis Clean,CATEGORY2,,STRING,Cancer Site Description L2,Cancer Site Description L2,,,,,,,,,,CATEGORY2,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,37,Cancer Diagnosis Clean,CATEGORY3,,STRING,Cancer Site Description L3,Cancer Site Description L3,,,,,,,,,,CATEGORY3,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,38,Cancer Diagnosis Clean,CATEGORY4,,STRING,Cancer Site Description L4,Cancer Site Description L4 (Most specific),,,,,,,,,,CATEGORY4,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,39,Cancer Diagnosis Clean,Diagnosis Description,,STRING,Cancer Diagnosis Description,Cancer Diagnosis Description,,,,,,,,,,DX_DESCRIPTION,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,40,Cancer Diagnosis Clean,Source,,STRING,Cancer Dx Database Source,ICD Billing or Tumor Registry,,,,,,,,,,SOURCE,diagnosis/ddp_dx.tsv,,,,,,,,,,0,0
2,metadata,41,Cancer Diagnosis Clean,Diagnosis Date,,STRING,Cancer Diagnosis Date,"Date of cancer diagnosis via tumor registry or ICD billing, according to ""Source""",date_mdy,y,,,,,,,,,,,,,,,,,,,0,0
2,metadata,44,Cancer Diagnosis Clean,IS_MET_ICD_BILLING,,STRING,Indicator Billing Code for Mets,"Logical (True/False) Billing Code for specific, non-specific, and LNMets",,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,45,Cancer Diagnosis Clean,IS_MET_ICD_BILLING_OTHER,,STRING,Indicator Billing Code for Unspecified Mets,"Indicator for unspecified met billing codes including ('OTHER SPECIFIED', 'UNSPECIFIED SITE', 'MET CANCER')",,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,46,Cancer Diagnosis Clean,IS_MET_ICD_BILLING_LN,,STRING,Indicator Billing Code for LN mets,"Indicator for ln met billing codes including ('NODE', 'LYMPH', 'LN')",,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,47,Cancer Diagnosis Clean,IS_MET_ICD_BILLING_NON_LN,,STRING,Indicator Billing Code for Distant Mets,Indicator for distant mets,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,52,Cancer Diagnosis Clean,IS_ICDO_DX,,STRING,Indicator Tumor Registry Entry,Logical (True/False) Tumor Registry Entry,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,68,Cancer Diagnosis Clean,METASTATIC_SITE,,STRING,Metastatic Site (Standardized),Mapping from https://github.com/clinical-data-mining/cdm-utilities/blob/main/organ_site_mappings/xwalk_met_site_to_billing_codes.csv,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,54,Cancer Diagnosis Clean,AJCC map,,STRING,AJCC Mapped,Standardized value for AJCC Staging,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,55,Cancer Diagnosis Clean,Clinical Group Map,,STRING,Clinical Stage Mapped,Standardized value for clinical Staging,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,56,Cancer Diagnosis Clean,Path Group Map,,STRING,Pathology Stage Mapped,Standardized value for pathology Staging,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,57,Cancer Diagnosis Clean,Summary map,,STRING,Stage Summary Mapped,Standardized value for summary staging,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,58,Cancer Diagnosis Clean,STAGE_CDM_DERIVED,,STRING,Stage Group,Standardized stage in two groups. Stage 1-3 and Stage 4,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,59,Cancer Diagnosis Clean,STAGE_CDM_DERIVED_GRANULAR,,STRING,Stage (CDM),Standardized stage combining mapped stage columns ,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,69,Cancer Diagnosis Summary,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,Medical record number (MSK4161822),Demographics,medical_record_number_MSK4161822,PatientDim,PrimaryMrn,DV.PATIENT_DEMOGRAPHICS_V,PT_MRN,Medical record number. A unique number assigned to each patient. Aka chart number.,,1,1
2,metadata,70,Cancer Diagnosis Summary,DATE_AT_FIRST_ICDO_DX,,STRING,Date of First Tumor Registry Entry,Date of First Tumor Registry (ICD-O) Entry,date_mdy,y,,,,,,,,DATE_AT_FIRST_ICDO_DX,diagnosis/table_diagnosis_clean.tsv,,,,,,,,,,0,0
2,metadata,71,Cancer Diagnosis Summary,STAGE_HIGHEST_RECORDED,,STRING,Stage (Highest Recorded),"Highest recorded stage in tumor registry (ICD-O). Data has been aggregated from the CDM derived stage information, which bins stage in ""stage 1-3"" and ""stage 4"".",,,MSK36769180,x,x,x,Unknown,Stage data not entered by admins in tumor registry,Derived from IDB/Revenue Management System (RMS) dates,,,Metastasis present (MSK36769180),,,,,,,,,0,0
2,metadata,72,Cancer Diagnosis Summary,NUM_ICDO_DX,,INT,Number of Tumor Registry Entries,Number of Tumor Registry Entries for patient,,,MSKL2140003276,x,x,x,0,No tumor registry data entered for patient,NLP generated (Via IDB/Revenue Management System (RMS) dates),,,Number of cancer registry entries (MSKL2140003276),,,,,,,,,0,0
2,metadata,73,Cancer Diagnosis Summary,DT_FIRST_LAST_DX_DAYS,,STRING,Days from First to Last CA Entry,Including ICD Billing and tumor registry,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,115,Primary Diagnoses from Tumor Registry,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,Medical record number (MSK4161822),Demographics,medical_record_number_MSK4161822,PatientDim,PrimaryMrn,DV.PATIENT_DEMOGRAPHICS_V,PT_MRN,Medical record number. A unique number assigned to each patient. Aka chart number.,,1,1
2,metadata,116,Primary Diagnoses from Tumor Registry,START_DATE,,STRING,Date of Diagnosis,Date of diagnosis via ICD-O tumor registry data,date_mdy,y,,,,,,,,,,,,,,,,,,,0,0
2,metadata,117,Primary Diagnoses from Tumor Registry,STOP_DATE,,STRING,Date of Diagnosis (Stop Date),All should be blank (Used for cbioportal etl purposes),date_mdy,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,118,Primary Diagnoses from Tumor Registry,EVENT_TYPE,,STRING,Event Type (Diagnosis),All should be under Diagnosis (portal track),,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,119,Primary Diagnoses from Tumor Registry,SUBTYPE,,STRING,Subtype (Primary),All should be Primary (portal sub track),,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,120,Primary Diagnoses from Tumor Registry,SOURCE,,STRING,Source (Primary),All should be Tumor Registry (portal sub track),,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,121,Primary Diagnoses from Tumor Registry,DX_DESCRIPTION,,STRING,Diagnosis Description (Primary),"Standardized ICD-O data entry info including histology, site, codes, and stage",,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,122,Primary Diagnoses from Tumor Registry,AJCC,,STRING,Cancer Stage - AJCC,AJCC staging via tumor registry. All AJCC versions are used and grouped together.,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,123,Primary Diagnoses from Tumor Registry,CLINICAL_GROUP,,STRING,Cancer Stage - Clinical ,Clinical staging via tumor registry,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,124,Primary Diagnoses from Tumor Registry,PATH _GROUP,,STRING,Cancer Stage - Pathologic,Pathology staging via tumor registry,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,126,Primary Diagnoses from Tumor Registry,STAGE_CDM_DERIVED,,STRING,Cancer Stage - Aggregated,Cancer stage binned into stage 1-3 and stage 4 based on Cancer Stage AJCC/Clinical/Pathologic. Cases that are labeled 88 or 99 are converted to stage 1-3.,,,,,,,,These data exist within the tumor registry database and has shown to be missing data for 10-20% of patients. Patients with multple cancers are not always captured. Stage data for entries are also incomplete. ,,,,,,,,,,,,,0,0
2,metadata,127,Primary Diagnoses from Tumor Registry,SUMMARY,,STRING,Cancer Stage - MSK Summary,Summary of staging provided by MSK,,,,,,,,,,,,,,,,,,,,,0,0
2,metadata,128,Primary Diagnoses from Tumor Registry,STAGE_CDM_DERIVED_GRANULAR,,STRING,Cancer Stage - Aggregated (Granular),Cancer stage based on Cancer Stage AJCC/Clinical/Pathologic/Summary.,,,,,,,,,,,,,,,,,,,,,0,0
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
